Row ID;Row Name;equipId;value;mtrlId;eventFlag_forStock;eventFlag_forRelease;sellQuantity;equipType;costType;setNum;value_Add;value_Magnification;iconId;nameMsgId;menuTitleMsgId;menuIconId
36105;Sun Realm Shield;60310500;1000;361050;0;18001400;-1;0;0;1;0;1;-1;-1;-1;-1;
36106;Silver Mirrorshield;60310600;10000;361060;0;18001440;-1;0;0;1;0;1;-1;-1;-1;-1;
36107;Round Shield;60310700;1000;361070;0;18001400;-1;0;0;1;0;1;-1;-1;-1;-1;
36108;Scorpion Kite Shield;60310800;6000;361080;0;18001430;-1;0;0;1;0;1;-1;-1;-1;-1;
36109;Twinbird Kite Shield;60310900;6000;361090;0;18001430;-1;0;0;1;0;1;-1;-1;-1;-1;
36110;Blue-Gold Kite Shield;60311000;6000;361100;0;18001430;-1;0;0;1;0;1;-1;-1;-1;-1;
36113;Brass Shield;60311300;10000;361130;0;18001440;-1;0;0;1;0;1;-1;-1;-1;-1;
36114;Great Turtle Shell;60311400;10000;361140;0;18001440;-1;0;0;1;0;1;-1;-1;-1;-1;
36117;Shield of the Guilty;60311700;8000;361170;0;18001380;-1;0;0;1;0;1;-1;-1;-1;-1;
36119;Carian Knight's Shield;60311900;10000;361190;0;18001440;-1;0;0;1;0;1;-1;-1;-1;-1;
36123;Large Leather Shield;60312300;1000;361230;0;18001400;-1;0;0;1;0;1;-1;-1;-1;-1;
36124;Horse Crest Wooden Shield;60312400;2000;361240;0;18001410;-1;0;0;1;0;1;-1;-1;-1;-1;
36125;Candletree Wooden Shield;60312500;2000;361250;0;18001410;-1;0;0;1;0;1;-1;-1;-1;-1;
36126;Flame Crest Wooden Shield;60312600;2000;361260;0;18001410;-1;0;0;1;0;1;-1;-1;-1;-1;
36127;Hawk Crest Wooden Shield;60312700;2000;361270;0;18001410;-1;0;0;1;0;1;-1;-1;-1;-1;
36128;Beast Crest Heater Shield;60312800;5000;361280;0;18001420;-1;0;0;1;0;1;-1;-1;-1;-1;
36129;Red Crest Heater Shield;60312900;5000;361290;0;18001420;-1;0;0;1;0;1;-1;-1;-1;-1;
36130;Blue Crest Heater Shield;60313000;5000;361300;0;18001420;-1;0;0;1;0;1;-1;-1;-1;-1;
36131;Eclipse Crest Heater Shield;60313100;5000;361310;0;18001420;-1;0;0;1;0;1;-1;-1;-1;-1;
36132;Inverted Hawk Heater Shield;60313200;5000;361320;0;18001420;-1;0;0;1;0;1;-1;-1;-1;-1;
36133;Heater Shield;60313300;5000;361330;0;18001420;-1;0;0;1;0;1;-1;-1;-1;-1;
36134;Black Leather Shield;60313400;1000;361340;0;18001400;-1;0;0;1;0;1;-1;-1;-1;-1;
36200;Dragon Towershield;60320000;15000;362000;0;18001470;-1;0;0;1;0;1;-1;-1;-1;-1;
36202;Distinguished Greatshield;60320200;5000;362020;0;18001450;-1;0;0;1;0;1;-1;-1;-1;-1;
36203;Crucible Hornshield;60320300;10000;362030;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36204;Dragonclaw Shield;60320400;15000;362040;0;18001470;-1;0;0;1;0;1;-1;-1;-1;-1;
36205;Briar Greatshield;60320500;10000;362050;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36208;Erdtree Greatshield;60320800;15000;362080;0;18001470;-1;0;0;1;0;1;-1;-1;-1;-1;
36209;Golden Beast Crest Shield;60320900;10000;362090;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36212;Jellyfish Shield;60321200;15000;362120;0;18001470;-1;0;0;1;0;1;-1;-1;-1;-1;
36213;Fingerprint Stone Shield;60321300;15000;362130;0;18001470;-1;0;0;1;0;1;-1;-1;-1;-1;
36214;Icon Shield;60321400;10000;362140;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36215;One-Eyed Shield;60321500;20000;362150;0;18001480;-1;0;0;1;0;1;-1;-1;-1;-1;
36216;Visage Shield;60321600;15000;362160;0;18001470;-1;0;0;1;0;1;-1;-1;-1;-1;
36217;Spiked Palisade Shield;60321700;10000;362170;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36219;Manor Towershield;60321900;5000;362190;0;18001450;-1;0;0;1;0;1;-1;-1;-1;-1;
36220;Crossed-Tree Towershield;60322000;10000;362200;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36221;Inverted Hawk Towershield;60322100;10000;362210;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36222;Ant's Skull Plate;60322200;15000;362220;0;18001470;-1;0;0;1;0;1;-1;-1;-1;-1;
36223;Redmane Greatshield;60322300;10000;362230;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36224;Eclipse Crest Greatshield;60322400;15000;362240;0;18001470;-1;0;0;1;0;1;-1;-1;-1;-1;
36225;Cuckoo Greatshield;60322500;10000;362250;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36226;Golden Greatshield;60322600;10000;362260;0;18001460;-1;0;0;1;0;1;-1;-1;-1;-1;
36227;Gilded Greatshield;60322700;5000;362270;0;18001450;-1;0;0;1;0;1;-1;-1;-1;-1;
36228;Haligtree Crest Greatshield;60322800;20000;362280;0;18001480;-1;0;0;1;0;1;-1;-1;-1;-1;
36229;Wooden Greatshield;60322900;5000;362290;0;18001450;-1;0;0;1;0;1;-1;-1;-1;-1;
36230;Lordsworn's Shield;60323000;5000;362300;0;18001450;-1;0;0;1;0;1;-1;-1;-1;-1;
36300;Glintstone Staff;60330000;200;363000;0;0;-1;0;0;1;0;1;-1;-1;-1;-1;
36304;Crystal Staff;60330400;15000;363040;0;18001510;-1;0;0;1;0;1;-1;-1;-1;-1;
36305;Gelmir Glintstone Staff;60330500;10000;363050;0;18001500;-1;0;0;1;0;1;-1;-1;-1;-1;
36306;Demi-Human Queen's Staff;60330600;5000;363060;0;18001490;-1;0;0;1;0;1;-1;-1;-1;-1;
36309;Carian Regal Scepter;60330900;20000;363090;0;18001520;-1;0;0;1;0;1;-1;-1;-1;-1;
36312;Digger's Staff;60331200;10000;363120;0;18001500;-1;0;0;1;0;1;-1;-1;-1;-1;
36313;Astrologer's Staff;60331300;5000;363130;0;18001490;-1;0;0;1;0;1;-1;-1;-1;-1;
36317;Carian Glintblade Staff;60331700;10000;363170;0;18001500;-1;0;0;1;0;1;-1;-1;-1;-1;
36318;Prince of Death's Staff;60331800;15000;363180;0;18001510;-1;0;0;1;0;1;-1;-1;-1;-1;
36319;Albinauric Staff;60331900;15000;363190;0;18001510;-1;0;0;1;0;1;-1;-1;-1;-1;
36320;Academy Glintstone Staff;60332000;10000;363200;0;18001500;-1;0;0;1;0;1;-1;-1;-1;-1;
36321;Carian Glintstone Staff;60332100;10000;363210;0;18001500;-1;0;0;1;0;1;-1;-1;-1;-1;
36323;Azur's Glintstone Staff;60332300;20000;363230;0;18001520;-1;0;0;1;0;1;-1;-1;-1;-1;
36324;Lusat's Glintstone Staff;60332400;20000;363240;0;18001520;-1;0;0;1;0;1;-1;-1;-1;-1;
36325;Meteorite Staff;60332500;15000;363250;0;18001510;-1;0;0;1;0;1;-1;-1;-1;-1;
36326;Staff of the Guilty;60332600;10000;363260;0;18001500;-1;0;0;1;0;1;-1;-1;-1;-1;
36327;Rotten Crystal Staff;60332700;15000;363270;0;18001510;-1;0;0;1;0;1;-1;-1;-1;-1;
36328;Staff of Loss;60332800;15000;363280;0;18001510;-1;0;0;1;0;1;-1;-1;-1;-1;
36400;Finger Seal;60340000;200;364000;0;0;-1;0;0;1;0;1;-1;-1;-1;-1;
36401;Godslayer's Seal;60340100;15000;364010;0;18001550;-1;0;0;1;0;1;-1;-1;-1;-1;
36402;Giant's Seal;60340200;10000;364020;0;18001540;-1;0;0;1;0;1;-1;-1;-1;-1;
36403;Gravel Stone Seal;60340300;15000;364030;0;18001550;-1;0;0;1;0;1;-1;-1;-1;-1;
36404;Clawmark Seal;60340400;10000;364040;0;18001540;-1;0;0;1;0;1;-1;-1;-1;-1;
36406;Golden Order Seal;60340600;15000;364060;0;18001550;-1;0;0;1;0;1;-1;-1;-1;-1;
36407;Erdtree Seal;60340700;20000;364070;0;18001560;-1;0;0;1;0;1;-1;-1;-1;-1;
36408;Dragon Communion Seal;60340800;10000;364080;0;18001540;-1;0;0;1;0;1;-1;-1;-1;-1;
36409;Frenzied Flame Seal;60340900;20000;364090;0;18001560;-1;0;0;1;0;1;-1;-1;-1;-1;
37000;Shortbow;60400000;50;370000;0;0;-1;0;0;1;0;1;-1;-1;-1;-1;
37001;Misbegotten Shortbow;60400100;5000;370010;0;11051352;-1;0;0;1;0;1;-1;-1;-1;-1;
37002;Red Branch Shortbow;60400200;8000;370020;0;11051355;-1;0;0;1;0;1;-1;-1;-1;-1;
37003;Harp Bow;60400300;6000;370030;0;11051352;-1;0;0;1;0;1;-1;-1;-1;-1;
37005;Composite Bow;60400500;10000;370050;0;11051355;-1;0;0;1;0;1;-1;-1;-1;-1;
37100;Longbow;60410000;10000;371000;0;11051354;-1;0;0;1;0;1;-1;-1;-1;-1;
37101;Albinauric Bow;60410100;15000;371010;0;11051357;-1;0;0;1;0;1;-1;-1;-1;-1;
37102;Horn Bow;60410200;15000;371020;0;11051357;-1;0;0;1;0;1;-1;-1;-1;-1;
37103;Erdtree Bow;60410300;20000;371030;0;11051357;-1;0;0;1;0;1;-1;-1;-1;-1;
37104;Serpent Bow;60410400;20000;371040;0;11051357;-1;0;0;1;0;1;-1;-1;-1;-1;
37106;Pulley Bow;60410600;16000;371060;0;11051353;-1;0;0;1;0;1;-1;-1;-1;-1;
37107;Black Bow;60410700;20000;371070;0;11051358;-1;0;0;1;0;1;-1;-1;-1;-1;
37200;Lion Greatbow;60420000;20000;372000;0;11051365;-1;0;0;1;0;1;-1;-1;-1;-1;
37201;Golem Greatbow;60420100;16000;372010;0;11051367;-1;0;0;1;0;1;-1;-1;-1;-1;
37203;Erdtree Greatbow;60420300;20000;372030;0;11051367;-1;0;0;1;0;1;-1;-1;-1;-1;
37204;Greatbow;60420400;14000;372040;0;11051357;-1;0;0;1;0;1;-1;-1;-1;-1;
37300;Soldier's Crossbow;60430000;10000;373000;0;11051362;-1;0;0;1;0;1;-1;-1;-1;-1;
37302;Light Crossbow;60430200;13000;373020;0;11051368;-1;0;0;1;0;1;-1;-1;-1;-1;
37303;Heavy Crossbow;60430300;16000;373030;0;11051369;-1;0;0;1;0;1;-1;-1;-1;-1;
37305;Pulley Crossbow;60430500;20000;373050;0;11051370;-1;0;0;1;0;1;-1;-1;-1;-1;
37306;Full Moon Crossbow;60430600;20000;373060;0;11051369;-1;0;0;1;0;1;-1;-1;-1;-1;
37308;Arbalest;60430800;18000;373080;0;11051370;-1;0;0;1;0;1;-1;-1;-1;-1;
37311;Crepus's Black-Key Crossbow;60431100;20000;373110;0;11051370;-1;0;0;1;0;1;-1;-1;-1;-1;
37400;Hand Ballista;60440000;20000;374000;0;11051373;-1;0;0;1;0;1;-1;-1;-1;-1;
37401;Jar Cannon;60440100;20000;374010;0;11051373;-1;0;0;1;0;1;-1;-1;-1;-1;
